Nombre inmueble,Latitud,Longitud
SECUNDARIA LIC. QUERIDO A. MOHENO,17.42758063,-93.09663935
PRIMARIA CESAR A LARA,17.29127578,-93.00925965
CASA DE LA CULTURA,17.429546,-93.10281916
Escuela Secundaria del Estado,17.42777517,-93.09879899
CASA EJIDAL ,17.42822557,-93.09664249
Escuela Primaria del Estado,17.42840982,-93.09726477
CBTA No.211,16.764657,-93.125621
ESC.SEC.TEC. No. 25,16.81045689,-92.90863037
AUDITORIO MUNICIPAL.,16.80585572,-92.90794373
Casa de Salud Ejidal,17.49407134,-92.99583435
Comisaria Ejidal,17.49607965,-92.99377441
ASOCIACION GANDERA LOCAL,17.49239057,-93.00460858
ES. SEC. FEDERAL JUAN SABINES,17.49304546,-92.99499554
CASA DE USOS MULTIPLES,17.49239057,-92.99636884
ESCUELA PRIMARIA IGNACIO MANUEL ALTAMIRANO,16.67151853,-93.64392019
AUDITORIO MUNICIPAL DE BASQUET- BOL,16.6662562,-93.64666677
ESCUELA PRIMARIA LEONA VICARIO,16.67086075,-93.64529348
ESC.PRIMARIA EMILIO RABASA,16.67020296,-93.63087393
AUDITORIO DE CASA EJIDAL,16.666893,-93.649971
ORGANIZACION JIQUIPILAS A.C. (OJAC),16.67086075,-93.64529348
ESC. PRIMARIA JOSE MARIA NU—IZ,16.67086075,-93.63911367
ESC.PRIM. ESCUADRON 201,16.66316404,-93.64883423
CASA EJIDAL,16.66645307,-93.65089417
Esc. Prep. Juan Sabines de Tiltepec,16.66053278,-93.6529541
Dif Municipal,17.06925661,-92.85507202
Auditorio Municipal,17.066631,-92.85575867
Casa Ejidal,17.06991301,-92.85507202
CENTRO SOCIAL ,17.60692024,-93.17930029
PALAPA DE LA IGLESIA CAT”LICA ,17.61084708,-93.17518042
ASILO DE ANCIANOS,17.61150154,-93.17586706
PALACIO MUNICIPAL,17.68736676,-91.72039043
DIF Y CASA DIA,17.68736676,-91.72039043
AUDITORIO GANADERO,17.68736676,-91.72039043
CASINO DEL PUEBLO,17.68736676,-91.72039043
CENTRO DE SALUD,17.68736676,-91.72039043
ESCUELA PRIM. DR. BELISARIO PALENCIA,17.68736676,-91.72039043
AUDITORIO MUNICIPAL,15.44510651,-92.89970398
UNICACH,15.44808473,-92.89627075
C.B.T.A. No.43,15.44110525,-92.88803101
Casa Ejidal,15.44021775,-92.89348126
IGLESIA GUADALUPANA,15.42919141,-92.89558411
Esc. Prim.Venustiano Carranza,15.43448654,-92.89352417
Esc. Prim. 20 de Noviembre,15.43911966,-92.89215088
Esc.Sec. Emiliano Zapata,15.42985331,-92.89283752
Iglesia San Pedro Apostol,15.43779592,-92.89283752
DIF. MUNICIPAL,15.4358103,-92.89283752
SAL”N SOCIOCULTURAL,16.31618554,-91.98137999
Auditorio Mpal.Adalberto Culebro,16.31520735,-91.98693216
Salon de Usos Multiples Sacsalum,16.31562952,-91.98873997
SalÛn de Usos Multiples Los Positos,16.31968641,-91.97633743
SALON LA PILA,16.31289056,-91.98440552
SALON GUADALUPE,16.31552655,-91.98440552
barrio los pozitos,16.31289056,-91.98783875
COMISARIA EJIDAL,15.39842525,-92.17928725
TEMPLO PESBITERIANO PRINCIPE DE PAZ,15.39114316,-92.18340713
ESC. PRIMARIA JOSE MARIA NU—IZ,15.39114316,-92.1799739
ESC.PRIM.FRANCISCO I MADERO,15.39312921,-92.18203384
JARDIN DE NI—OS EMILIANO ZAPATA,15.37922646,-92.15594131
TEMPLO P. ESPIRITU SANTO,15.39048114,-92.18066054
ESC.TELEBACHILLERATO No.45,15.38650897,-92.18623954
PRESIDENCIA MUNICIPAL,15.39312921,-92.17928725
TEMPLO PESBITERIANO CRISTO VIENE,15.39246719,-92.18203384
IGLESIA CATOLICA CASA PARROQUIAL,15.39180518,-92.18066054
TEMPLO PENTECOSTES FUENTE DE AGUA VIVA,15.38981911,-92.1799739
ESC. SEC. NI—OS HEROES,15.39246719,-92.18066054
CASA SINDICAL DE MAESTROS,15.39312921,-92.18134719
AUDITORIO MUNICIPAL,15.39511524,-92.17860061
CASA EJIDAL,15.39966865,-92.23571777
Agencia Municipal,15.39437256,-92.1697998
Agencia Municipal,15.36577181,-92.25769043
iglesia adventista,15.36563942,-92.23434448
escuela secundaria tecnica,16.74471523,-92.64832497
Casa Ejidal,16.91559614,-92.08602905
CRAE OCOSINGO,16.9063988,-92.08534241
Escuela de ProtecciÛn Civil,16.74471523,-93.34396362
AUDITORIO MUNICIPAL,16.7585225,-93.36421977
MUSEO ZOQUE,16.75786501,-93.38069927
AUDITORIO MUNICIPAL,17.403852,-93.336118
AUDITORIO GANADERO,17.61477382,-93.18273352
ESCUELA PRIMARIA FEDERAL DR. BELISARIO DOMINGUEZ,17.61019261,-93.18136023
ESCUELA PRIMARIA FEDERAL DR. BELISARIO DOMINGUEZ (ANEXO),17.612156,-93.16968725
ESCUELA SECUNDARIA TECNICA NO. 52,17.609538,-93.180674
GANADERA LOCAL,17.61150154,-93.17655371
COBACH PLANTEL 203 NUEVO XOCHIMILCO,17.61150154,-93.17586706
ESCUELA PRIMARIA PATRIA Y LIBERTAD,17.41236932,-93.34161081
Fermentadora de Cacao La Providencia,17.40633903,-93.33847046
Casa Ejidal,17.40568383,-93.33778381
Iglesia Catolica San Pablo Apostol,17.40895982,-93.33023071
Iglesia Pentecostes Filadelfia,17.40764943,-93.32061768
Iglesia Pentecostes Cristo la Roca,17.40306299,-93.33503723
Casa Ejidal,17.40437342,-93.331604
Casa Ejidal,17.40764943,-93.33366394
Casa Ejidal,17.40568383,-93.33778381
COMUNIDAD GUADALUPE VICTORIA,17.40424241,-93.33709717
casa dia,17.40699423,-93.33709717
escuela prim. patria y libertad,17.405793,-93.33297729
Auditorio Municipal Cab. Mpal.,17.40767675,-93.33572388
Unidad Municipal de ProtecciÛn Civil,17.51899899,-91.98577881
Casa del Refugio,17.18933893,-93.04321289
AUDITORIO MUNICIPAL,17.18826271,-93.0492425
Cancha de la Rancheria Juan Aldama,17.50917677,-93.12904358
AUDITORIO MUNICIPAL,17.50424494,-93.10973361
JARDIN DE NI—OS AMALIA DEL CASTILLO LEON,17.50686432,-93.11042025
CENTRO SOCIAL DR. ANDR…S SERRA ROJAS ,17.50620948,-93.12209323
DIF MUNICIPAL,17.50882883,-93.11454013
COBACH PLANTEL 247 NUEVA NICAPA,17.50751916,-93.11316684
COBACH PLANTEL 248 IGNACIO ZARAGOZA BAJO,17.50686432,-93.12552646
"IGLESIA SAN ANDRES,",17.50686432,-93.11042025
ES. PREPARATORIA 14 DE SEPTIEMBRE,17.50882883,-93.1111069
ESC. TELESECUNDARIA,15.68649315,-93.20401425
DIF MUNICIPAL,15.68318776,-93.20813413
ESC. PRIMARIA FRANCISCO SARABIA,15.68384884,-93.20813413
UNACH   CAMPUS VI    ,15.68450992,-93.21431394
MANCOMUN DEL PUEBLO ,15.685171,-93.21706052
SALON DE EVENTOS,15.68120451,-93.21500058
CASA EJIDAL ,15.68318776,-93.212254
ESC. DR. RODULFO FIGUEROA ,15.68318776,-93.21156735
ESC. ADOLFO LOPEZ MATEOS,15.68252668,-93.21637387
IGLESIA VIRGEN DEL CARMEN ,15.68384884,-93.21843381
Esc. Prim. Coutemoc,15.68650957,-93.20457459
JARDIN DE NI—OS PONCIANO,15.68386527,-93.20663452
ESC. PRIM. JAIME NI—O ,15.68650957,-93.2169342
CASA DE ANCIANOS,15.72246872,-93.26293945
AUDITORIO MUNICIPAL,15.21238969,-92.57595062
Auditorio Municipal,17.15260067,-92.89901733
Esc.Prim.Ignacio Lopez RayÛn,17.20114611,-93.01154137
Cobach Plantel 75,17.20053117,-93.01149845
CASINO MUNICIPAL,17.20073615,-93.01167011
casino municipal,17.85394369,-93.15170288
AUDITORIO MUNICIPAL,17.86639847,-93.14052954
CASA DE LA CULTURA,17.8650914,-93.147396
CENTRO SOCIAL REFORMA ,17.86639847,-93.13778296
ESC. SEC. TEC. NO. 45 ,17.86901258,-93.13709632
SEC. FEDERAL ,17.87293367,-93.14327613
COBACH 06 ,17.87097313,-93.1398429
UNIDAD MUNICIPAL DE PROTECCIO CIVIL,16.36494484,-92.36961365
CASA DIA,16.36230951,-92.36824036
DIF MUNICIPAL,16.35967415,-92.37030029
ALBERGUE,16.36165067,-92.36824036
ALBARRADA,16.81225348,-92.71362305
Eje Vial 2,16.82452259,-92.65869141
UNA NOCHE DIGNA,16.75007813,-92.64832497
CASA DE DIA,16.74284537,-92.64489175
AUDITORIO DEPORTIVO BARON DE LAS CASAS,16.7368247,-92.63053894
CASA SAN JUAN BOSCO,16.73353688,-92.63534546
COBACH PLANTEL 58,16.74208509,-92.62779236
LA ALBARRADA,16.73600944,-92.63558642
CENTRO DE CONVENCIONES EL CARMEN,16.73337918,-92.63627306
auditorio municipal,15.55716309,-92.32566834
Domo San Jose,17.14144654,-92.70469666
Auditorio Municipal,17.13816579,-92.70332336
Esc. Prim. Marcos Enrique Becerra,17.13947809,-92.69920349
SALON COPANAHUASTLA,16.24623759,-92.35090256
CASA COMUNAL,16.23972762,-92.34008789
DIF MUNICIPAL,17.430508,-93.031948
Auditorio Ganadero,17.428717,-93.031164
Esc.Prim.Lic.Romulo Calzada,17.429776,-93.02730825
Auditorio Municipal,17.430457,-93.032388
CASA DE LA  CULTURA,16.89720063,-92.9165269
CASA EJIDAL,16.89194455,-92.91721355
ESCUELA PRIMARIA GUILLERMO PRIEGO,16.89457261,-92.9165269
ESCUELA SECUNDARIA FRNACISCO GONZALEZ BOCA NEGRA,16.8939156,-92.91446697
ESC. PREP. COBACH PLANTEL 19,16.8939156,-92.91446697
CASA EJIDAL COM. FCO. SARABIA,16.89851463,-92.9165269
Oficinas de ProtecciÛn Civil,16.89194492,-92.9271698
CASA EJIDAL,16.62040117,-93.09024822
DOMO DE LA IGLESIA CATOLICA,16.61842728,-93.08681499
AUDITORIO MUNICIPAL,16.61974321,-93.09230815
Esc. Primaria Mexico,14.6261088,-92.23983765
Casa Ejidal,14.62478001,-92.24121094
Esc.Prim. Justo Sierra,14.61348495,-92.23983765
DIF. MUNICIPAL,14.77355462,-92.16636658
Esc.Sec. Lic. Jose Vasconcelos,14.6254444,-92.239151
Estadio de Futbol Miguel Alem·n,14.62345121,-92.23503113
Casa de la Cultura,14.6261088,-92.239151
ESC. PRIM. PLAN DE 11 A—OS ,17.48936,-93.244183
ESC. TELES. NO. 118 ,17.492327,-93.243912
TELEBACHILLERATO NO. 35,17.49146,-93.243877
JN. BLANCA LIDIA TREJO,16.265305,-92.130514
PLAZA COMUNITARIA IEA ,16.363302,-92.368882
CENTRO DE REHABILITACI”N DEL DIF MUNICIPAL,16.36429,-92.369676
AUDITORIO MUNICIPAL,17.42715551,-93.03211477
Centro de Convenciones,14.89800932,-92.266667
convivencia infantil,14.90497601,-92.27348328
Auditorio Municipal,17.18933893,-93.09814453
Albergue Escolar Ni¡±os Heroes,17.18933893,-93.10295105
Oficinas de ProtecciÛn Civil,17.24869517,-93.01523209
AUDITORIO MUNICIPAL,17.24659466,-93.01775336
Casa Ejidal,17.25885925,-93.00888062
COLEGIO DE BACHILLERES PLANTEL 14 TILA. CHIAPAS,17.29609,-92.422536
"ESCUELA SECUNDARIA TECNICA NO. 43 TILA, CHIAPAS",17.29609022,-92.42322306
AUDITORIO MUNICIPAL,17.29477903,-92.42390971
COLEGIO DE BACHILLERES P. 66 DE EL LIMAR,17.29543462,-92.42253642
CASA DIA,16.08078479,-93.75595093
SalÛn de Usus Multiples Joaquin Miguel Gutz.,16.08738246,-93.75045776
SalÛn Guadalupe,16.08342389,-93.75938416
Salon  de los Testigos de Jehova,16.07946523,-93.76144409
SALON JOAQUIN MIGUEL GUTIERREZ.,16.08406895,-93.74719361
CBTIS No. 170,16.08274941,-93.75062684
CONALEP  No. 170.,16.086708,-93.75680665
ESC. PRIM.JOSE MARIA CACERES.,16.08538848,-93.74788025
PREPARATORIA TONALA,16.08538848,-93.75612
ESC. SEC. PROFR. RAMON E. BALBOA. TURNO MAT,16.08472871,-93.75817994
ES. PRIM. ANGEL ALBINO CORZO,16.0801103,-93.75817994
¡¢√¢‚Äö¬¨√Ö‚ÄúAUDITORIO GANADERO¡¢√¢‚Äö¬¨√Ç¬ù ,16.08340918,-93.75474671
CASA EJIDAL¡¢√¢‚Äö¬¨√Ç¬ù (SAN FRANCISCO OCOTAL).,16.08274941,-93.75680665
¡¢√¢‚Äö¬¨√Ö‚ÄúSALON ALVAREZ MANUEL¡¢√¢‚Äö¬¨√Ç¬ù (BAHIA DE PAREDON).,16.07747116,-93.75886658
¡¢√¢‚Äö¬¨√Ö‚ÄúEDIFICIO DE LA AGENCIA¡¢√¢‚Äö¬¨√Ç¬ù MUNICIPAL (BAHIA DE PAREDON).,16.08604824,-93.75406006
1∞ IGLESIA DE NAZARENO (BAHIA DE PAREDON).,16.08604824,-93.76092652
 GALERA DE LA CONASUPO (RANCHERIA HUIZACHAL).,16.08802751,-93.75062684
¡¢√¢‚Äö¬¨√Ö‚ÄúCOOPERATIVA PESQUERA¡¢√¢‚Äö¬¨√Ç¬ù (PESQUERIA SAN LUQUE—O LA COSTA).,16.08604824,-93.75817994
ESC. PRIM. BENITO JUAREZ (PESQUERIA SAN LUQUE—O LA COSTA).,16.08538848,-93.74719361
ESC. PRIM. ¡¢√¢‚Äö¬¨√Ö‚ÄúVALENTIN GOMEZ FARIAS¡¢√¢‚Äö¬¨√Ç¬ù (RANCHERIA LA LAGUNA,16.08802751,-93.74650696
ESC. ¡¢√¢‚Äö¬¨√Ö‚ÄúTELESECUNDARIA N∞ 601¡¢√¢‚Äö¬¨√Ç¬ù (RANCHERIA LA LAGUNA).,16.08406895,-93.75131348
SALON EJIDAL¡¢√¢‚Äö¬¨√Ç¬ù (EJIDO LOS COCOS EST. TRES PICOS).,16.08604824,-93.74925354
¡¢√¢‚Äö¬¨√Ö‚ÄúIGLESIA DE SAN PEDRO¡¢√¢‚Äö¬¨√Ç¬ù (EJIDO LOS COCOS EST. TRES PICOS).,16.085389,-93.75612
JARDIN DE NI—OS Y NI—AS ¡¢√¢‚Äö¬¨√Ö‚ÄúHELLEN KELLER¡¢√¢‚Äö¬¨√Ç¬ù (EJIDO MORELOS EST. MOJARRAS).,16.08604824,-93.75474671
ESC. PRIM. ¡¢√¢‚Äö¬¨√Ö‚ÄúMANUEL DE JESUS CANCINO¡¢√¢‚Äö¬¨√Ç¬ù (EJIDO MORELOS EST. MOJARRAS).,16.08604824,-93.75062684
ESC. ¡¢√¢‚Äö¬¨√Ö‚ÄúTELESECUNDARIA N∞ 238¡¢√¢‚Äö¬¨√Ç¬ù (EJIDO MORELOS EST. MOJARRAS),16.08208963,-93.75749329
CASA EJIDAL¡¢√¢‚Äö¬¨√Ç¬ù (EJIDO MORELOS EST. MOJARRAS).,16.08406895,-93.76023987
ESC. ¡¢√¢‚Äö¬¨√Ö‚ÄúTELESECUNDARIA N∞ 729¡¢√¢‚Äö¬¨√Ç¬ù (RANCHERIA EL MANGUITO).,16.08736776,-93.76023987
JARDIN DE NI—OS Y —I—AS ¡¢√¢‚Äö¬¨√Ö‚ÄúGUSTAVO FLAUBERT¡¢√¢‚Äö¬¨√Ç¬ù (BOCA DEL CIELO).,16.08538848,-93.75817994
ESC. PRIM. ¡¢√¢‚Äö¬¨√Ö‚ÄúDIONICIO RAMOS DOMINGUEZ¡¢√¢‚Äö¬¨√Ç¬ù (BOCA DEL CIELO).,16.086708,-93.75612
ESC. ¡¢√¢‚Äö¬¨√Ö‚ÄúTELESECUNDARIA N∞ 729¡¢√¢‚Äö¬¨√Ç¬ù (RANCHERIA EL MANGUITO).,16.084069,-93.75131348
"SalÛn Guadalupe,I glesia deSan Francisco de Asis",16.08208963,-93.74748217
CASA EJIDAL,16.30827749,-91.97685242
SALON SALOMON GONZALEZ BLANCO,16.12168684,-92.05856323
SALOMON MONTEBELLO,16.12234649,-92.05718994
VELATORIO MUNICIPAL,16.1243254,-92.05718994
INSTALACIONES DE LA FERIA CHIAPAS,16.77561664,-93.1931591
Esc. Primaria Cesar Cruz Soto ,16.73109016,-93.0711937
desplazados por asuntos religiosos,16.74471523,-93.10501099
SEDECO,16.75326293,-93.11187744
C.D.C. CRUZ CON CASITAS,16.74991971,-93.12013
C.D.C. PLAN DE AYALA,16.75129005,-93.108101
CASA DEL ABUELO,16.74668744,-93.11153423
CASA DE TRANSITO,16.76246735,-93.10604106
C.D.C.CAPULINES,16.783229,-93.096298
Salon san jose,14.9354968,-92.15606689
CASA EJIDAL          ,15.15120449,-92.41703584
IGLECIA PREBISTERIANA,15.14457662,-92.42321565
ESC. PREPARATORIA MIGUEL HIDALGO                 ,15.14457662,-92.41291596
AUDITORIO MUNICIPAL,15.14590221,-92.42115571
SALON DE ACTOS,16.17972688,-92.18421936
SALON DE ACTOS,16.17956202,-92.18353271
salon de iglesia catolica,15.06292388,-92.08087921
Auditorio Municipal Cab. Mpal.,15.064499,-92.08225
once de abril,15.02794496,-92.13812828
Esc. Prim. Adolfo Ruiz Cortines,16.34122562,-92.5680542
UNIDAD MUNICIPAL DE PROTECCION CIVIL,16.33002388,-92.55500793
SAN BARTOLOME DE LOS LLANOS,16.33947539,-92.56262541
CASA DIA,16.2337943,-93.27049255
AUDITORIO MUNICIPAL,17.298057,-92.42390971
Escuela Esperanza Setser,17.17949903,-92.32978821
Casa Ejidal Ejido Lazaro Cardenas,17.18212306,-92.33253479
SalÛn de Fiestas,17.18146705,-92.34008789
SalÛn de Usos Multiples de C.B.T.A.44,17.17884302,-92.34146118
Casa Ejidal,17.18474704,-92.32910156
Desplazados por asuntos polÌticos,16.84167621,-92.67654419
Casa Ejidal,17.17621895,-92.80014038
auditorio  rizo de oro,16.56216343,-94.05241013
ESC-PRIM-  IGNACIO LOPEZ RAYON  ,15.25495815,-92.40255907
REUTOLIZAR,16.66028423,-93.42245722
Dif Municipal,15.60081666,-92.41149902
ESC. JOSE VASCONCELOS,16.41303328,-93.01025391
TELESECUNDARIA NO. 1 JUSTO SIERRA,19.05154,-103.93597
ESC. PRIM. DRUSO ALFONSO ESCALANTE PETRA,19.053838,-103.932482
ESC. PRIM. FRANCISCO GONZ¡ÅLEZ BOCANEGRA,19.04062,-103.922522
ESC. PRIMARIA BENITO JUAREZ,18.96838,-103.95645
BACHILLERATO TECNICO N√É≈°M 31,18.96754,-103.9565
ESC. PRIMARIA JUAN JOS¡Ä∞ R¡çOS,18.954797,-103.949289
ESC. PRIMARIA IGNACIO ZARAGOZA,18.960325,-103.954355
ESCUELA PRIMARIA JOSE VASCONCELOS,19.019285,-104.002855
"TELESECUNDARIA # 12, SOR JUANA INES DE LA CRUZ",19.01892,-104.00516
ESCUELA PRIMARIA INDEPENDENCIA,18.932235,-103.970545
BACHILLERATO TEC 7 Y 21,18.930225,-103.968165
ESC. PRIM. REVOLUCI”N,18.937785,-103.964565
ESC. PRIM. SANTOS DEGOLLADO,18.941062,-103.9667
ESC. PRIM FRANCISCO J. MUJICA,18.93765,-103.95555
ESC SEC ANTONIO BARBOSA HELDT,18.94235,-103.96472
AUDITORIO DE LOS TRABAJADORES,18.93803,-103.9675
ESC. PRIM. RAZA DE BRONCE,18.98199,-104.06307
ESC. PRIM. RAFAELA SUAREZ,18.92033,-104.06954
TELESECUNDARIA J FELIPE VALLE MEDINA,18.98209,-104.06312
AUDITORIO CASA DE LA CULTURA,18.93718,-103.965326
ESC. PRIMARIA MAR¡çA ORDO—EZ IB¡Å—EZ,19.06185,-103.593151
ESCUELA PRIMARIA GREGORIO TORRES QUINTERO,18.97771,-103.53301
TELESECUNDARIA RAM”N G. BONFIL,18.97566,-103.52845
ESCUELA PRIMARIA M”NICO CH¡ÅVIRA,19.044373,-103.582858
CASA EJIDAL,19.093136,-103.622302
CASINO DE LA FERIA DE COLIMA,19.235388,-103.68153
NAVES DE LA FERIA DE COLIMA,19.23533,-103.68731
CASINO DEL SUTUC,19.24555,-103.704099
CASINO DEL SINDICATO DEL IMSS,19.237141,-103.715655
CASINO DEL SUTERM,19.234644,-103.728435
AUDITORIO MIGUEL DE LA MADRID HURTADO,19.240752,-103.729709
ESC. PRIMARIA MACARIO ALCARAZ,19.229326,-103.768193
UNIDAD DEPORTIVA LO DE VILLA,19.229723,-103.768002
VILLAS DEPORTIVAS DEL SUR √¢‚Ç¨≈ìREY COLIMAN√¢‚Ç¨¬ù,19.216058,-103.726139
ESC. FRANCISCO I MADERO,19.3718,-103.799341
ESC. PRIM. VICENTE GUERRERO,19.420081,-103.79898
ESC. PRIM. IGNACIO TORRES,19.41641,-103.749974
ESC. PRIM. BASILIO VADILLO,19.40455,-103.75474
ESC. PRIM. J. CONCEPCION RIVERA,19.3948,-103.729687
ESC. PRIM. CONSTITUCION,19.40761,-103.69799
ESC. PRIM. A—O DE JUAREZ,19.3919,-103.70629
TEL. SEC. 28 DE FEBRERO,19,-103.70988
ALBERGUE EL PEDREGAL,19.32342,-103.76512
"SECUNDARIA TECNICA NO 5, PABLO SILVA GARCIA",19.309315,-103.7554
INSTITUTO VAZCO DE QUIROGA,19.317451,-103.758412
TELE SEC. GREGORIO TORRES QUINTERO,19.36239,-103.82635
ESC. PRIM. ALBERTO LARIOS VILLALPANDO,19.20766,-103.8082
ESC. PRIMARIA FCO. VILLA,19.204165,-103.80475
SEC. 2 Y 29 SUSANA ORTIZ SILVA,19.202335,-103.80756
ESC. PRIM. VALENTIN GOMEZ FARIAS,19.20337,-103.809275
COLEGIO PATRIA,19.20355,-103.80975
ESC. PRIM. MELCHOR OCAMPO,19.255205,-103.98585
ESC. TELESECUNDARIA NUM 21 MERCEDES BALLESTEROS,19.252305,-103.98528
ESC. PRIM. IGNACIO RAMIREZ,19.23498,-103.957515
ESC. PRIM. MIGUEL HIDALGO,19.214965,-103.934205
ESC. PRIM. ESTEFANIA DIAZ CHAVEZ,19.098205,-103.82027
ESC. PRIM. BENITO JUAREZ,19.168,-103.931755
ESC. TELESECUNDARIA NUM 14,19.17373,-103.86405
ESC. TELESECUNDARIA PROF. ISKRA MORALES CERVANTES,19.23192,-103.84809
ESC. PRIM. VICENTE GUERRERO,19.241525,-103.83064
ESC. PRIMARIA CINCO DE MAYO,19.12367,-103.85455
CASA DE LA CULTURA,19.201525,-103.81245
ESC.EVA SAMANO DE LOPEZ MATEOS,19.38712,-103.57515
MERCADO MUNICIPAL,19.388015,-103.57497
AUDITORIO MARY YELY,19.389925,-103.57498
3 DE ABRIL,19.38238,-103.575015
ESC. 20 DE NOVIEMBRE,19.38348,-103.575
ESC. SEC. TEC NUM 13 JUAN DE LA BARRERA,19.38308,-103.57681
ESC. PRIM. RURAL J. CONCEPCION RIVERA MANCILLA,19.363955,-103.57664
SEC TEC NUM 16 JUANA URZUA DELGADO,19.360857,-103.57548
ESC. PRIM. BENITO JUAREZ,19.35073,-103.55293
ESC. PRIM. JUVENTINO ROSAS,19.246845,-103.61381
ESC. TEC NUM 22 FRANCISCO HERNANDEZ ESPINOZA,19.254815,-103.607635
ESC. PRIM. VALENTIN GOMEZ FARIAS,19.330495,-103.60159
ESC. PRIM. JOSEFA ORTIZ DE DOMINGUEZ,19.33195,-103.599655
ESC. SEC. ESTATAL NUM 5 PROF. JOSE MORA Y VERDUZCO,19.33224,-103.604895
CETIS NUM 157,19.33172,-103.606628
JARDIN DE NI—OS CUAUHTEMOC,19.32732,-103.597985
CASINO FERIA CUAUHTEMOC,19.32404,-103.605085
ESC. PRIM. RURAL LAZARO CARDENAS,19.337225,-103.65451
DONACIANO NIESTAS,19.27774,-103.66195
"KINDER, ESC. PRIMARIA Y SEC.",18.96017,-103.59238
ESC. PRIMARIA FRANCISCO I. MADERO,18.93967,-103.62758
ESC. PRIM. EVA SAMANO DE LOPEZ,18.99337,-103.64391
ESC. PRIM. CONAFE,18.92835,-103.6492
ESC. PRIM. GREGORIO TORRES QUINTERO,18.91262,-103.66243
ESC. PRIM. MIGUEL HIDALGO,18.97942,-103.69593
"TELESECUNDARIA NO. 16 , JUAN HERN¡ÅNDEZ ESPINOSA",19.01298,-103.70508
ESC. PRIM. JOSEFA ORTIZ DE DOM¡çNGUEZ,19.00982,-103.70337
ESC. PRIM. EL PIPILA,19.04976,-103.71243
ESC. PRIMARIA CONAFE,18.91466,-103.731642
ESC. PRIM. JOS¡Ä∞ AMADOR GARC¡çA,18.908886,-103.874724
ESC.PRIM. JUAN ESCUTIA,18.86374,-103.64389
ESC. PRIM. EMILIO CARRANZA,18.888193,-103.631805
KINDER,18.88792,-103.632095
CENTRO DE SALUD JILIOTUPA,19.0557,-103.75395
AQUILES SERDAN,19.0042,-103.75672
CASA DE LA CULTURA,19.001715,-103.736871
TELESECUNDARIA NO. 19 PRF. CRISPIN RIOS RIVERA,18.8887,-103.63212
ESC. SEC. TEC. NUM 9 CUAUHTEMOC,18.99798,-103.73493
ESC. PRIMARIA JULIAN SILVA PALACIO,19.00011,-103.73538
ESC. TELESECUNDARIA ISIDRO GRANADO POLANCO,19.10736,-104.1059
ESC. PRIMARIA CARLOS SEVILLA DEL RIO,19.10767,-104.10419
ESC. PRIMARIA BENITO JUAREZ,19.18318,-104.12565
ESC. TELESECUNDARIA NUM 16 JUAN JOSE RIOS,19.1522,-104.08876
ESC. TELESECUNDARIA IVAN DELGADO ENCISO,19.25462,-104.2136
ESC. PRIM. PORFIRIO GAITAN NU—EZ,19.25456,-104.21439
ESC. PRIM. MAHATMA GANDHI,19.059722,-104.227222
ESC. SEC. TECNICA NUM. 15,19.03313,-104.1475
ESC. PRIMARIA VENUSTIANO CARRANZA,19.060556,-104.256944
ESC. PRIMARIA SUSANA ORTIZ SILVA,19.023481,-104.311055
JARDIN DE NI—OS DELIA LUZ MORAN LOPEZ,19.06807,-104.28464
PROF. MARIANO MIRANDA FONSECA,19.09072,-104.31393
ESC. PRIM. BASILIO VADILLO T.M.,19.082231,-104.30627
ESC. SEC. NUM 3 MANUEL MURGUIA GALINDO,19.03368,-104.17119
ESC. PRIMARIA 5 DE FEB Y ESC. SEC. PARA TRABAJADORES,19.05734,-104.2906
"BACHILLERATO 8, 9 , 10 UNIVERSIDAD DE COLIMA, ESC. TEC. EN ENFERMERIA",19.05502,-104.30476
ESC. PRIM. MARINA NACIONAL,19.04961,-104.30679
ESC. PRIM PRIMERO DE JUNIO TM,19.04901,-104.3148
ESC. PRIMARIA GREGORIO TORRES QUINTERO,19.16333,-104.17378
ESC. PRIMARIA ANICETO CASTELLANOS,19.17193,-104.14569
ESC. PRIMARIA EMILIANO ZAPATA,19.284167,-104.2375
ESC. TELESECUNDARIA DR. GUILLERMO ANGUIANO LANDIN,19.28417,-104.2479
ESC. PRIMARIA VICTORIANO GUZMAN,19.255556,-104.223889
ESC. PRIMARIA FRANCISCO VILLA,19.06283,-104.153663
ESC. PRIMARIA DR. MIGUEL GALINDO,19.120553,-104.270276
ESC. TELESEC RICARDO GUZMAN NAVA,19.12,-104.268056
ESC. PRIM. ALVARO OBREGON,19.09411,-104.15534
ESC. SEC ESTATAL No. 29 MIGUEL HERN¡ÅNDEZ NU—EZ,19.09352,-104.1601
ESC. PRIM FED. PEDRO NU—EZ,19.130121,-104.140102
ESC. SEC. ARTICULO 27 CONSTITUCIONAL,19.13173,-104.14176
ESC. PRIMARIA MARIA CONCEPCION PARRA PEREZ,18.923132,-103.888313
"ESC. TELESEC. No 25, EMILIANO ZAPATA T.V.",19.138,-104.23347
ESC. PRIMARIA RAFAEL RAMIREZ CASTA—EDA,19.229889,-104.392556
ESC. PRIMARIA JOSE MARIA MORELOS Y PAVON T.M.,19.234972,-104.414667
ESC. TELESECUNDARIA OCTAVIO PAZ,19.11418,-104.20368
ESC. PRIM. PATRIA NUEVA,19.13261,-104.20108
